Ingrediet Name,Ingredient Parent Name
Green capsicum cut into small pieces,Capsicum
Tomato slices,Slice
Spring Onion,Onion
Broccoli florets blanched,Blanched
Red chillies, chilli
Medium tomatoes,Tomato
Tomatoes large firm,Firm
Chilled Milk,Milk
Eggless mayonnaise,Mayonnaise
Chocolate grated,Grated
Pine nuts (chilgoze) toasted,Toasted
"Medium potatoes boiled, peeled and grated",Potato
White chocolate,Chocolate
"Potato boiled, peeled and mashed",Peeled
Pickled jalapenos  chopped,Jalapeno
Spring onions finely chopped,Onion
Almonds roastede and crushed,Roastede
Oil 1 teaspoon +,Teaspoon
Mint leaves chopped,Mint  
Split Pigeon Pea,Pea
Thin strips of lemon rind,Strip
Baby Potatoes scrubbed clean and boiled with skin,Scrubbed
Pears,Pear
Medium tomatoes chopped,Tomato
Yellow capsicum diced,Diced
Medium tomato chopped,Tomato
Brandy,Brandy
Coriander and mint chutney,Coriander
Fresh red chillies finely chopped,Chilli
Cherry Tomatoes extra firm,Firm
Coriander seeds roasted,Roasted
Frosting,Frosting
Fresh basil leaves 10-12,Basil
Green Chillies, chilli
Onion grated,Grated
Jaggery (gur) chopped,Gur
For marinade,For
Macaroni,Macaroni
Button mushrooms finely chopped,Mushroom
Mawa,Mawa
Chicken cut into 2 inch pieces on the bone,Chicken
Sesame Seeds,Sesame 
Medium prawns shelled and deveined,Prawn
American corn kernels boiled,Boiled
Lollo rosso lettuce leaves,Lettuce
Boneless mutton cut into 1 inch pieces,Mutton
ghee,Ghee
Strawberries hulled,Hulled
French bread,Bread
Cheese sauce,Sauce
Chilled butter,Butter
Galangal,Galangal
Split pigeon pea (toor dal/arhar dal) soaked,Soaked
Dosa Batter,Batter
Black sesame seeds (kale til),Til
Medium red capsicum,Medium
Chopped tomatoes, tomato
Dip,Dip
Parmesan cheese shavings,Shaving
"Onions,chopped",Onion 
Ladyfingers (bhindi),Bhindi
Fresh thyme chopped,Thyme
Green chilli-ginger paste,Paste
Fresh coconut,Coconut
Condensed Milk,Milk
Ginger garlic paste,Paste
Rasam powder,Rasam 
Broccoli separated into florets and blanched,Separated
Chicken breasts,Breast
Maize flour (makai ka atta),Flour
Chives,Chive
Lemons cut into wedges,Lemon
Onion diced,Diced
Whole wheat flour (atta) dough,Flour
Small onions finely chopped,Onion
Mango,Mango
Kiwi peeled,Peeled
Green capsicum seeded and chopped,Ed
A fresh mint sprig,Sprig
Ripe banana,Banana
Vodka,Vodka
Pesto Sauce,Sauce
Yogurt chilled,Chilled
Refined flour (maida) 2 cups,Maida
ginger finely chopped,Ginger
Watermelon,Watermelon
Eggs boiled and peeled,Boiled
Carrots finely chopped,Carrot
Crushed garlic,Garlic
Grated processed cheese,Cheese
Sundried tomatoes,Tomato
Multigrain bread,Bread
Mixed fruit jam,Jam
Fresh spinach leaves (palak),Palak
Garlic cloves roughly chopped,Clove
Soya flour,Flour
Fresh fenugreek leaves (methi),Fenugreek
Cumin Seeds,Cumin 
Cranberries dried,Dried
Pizza Dough,Dough
mustard seeds,Mustard 
Walnut kernels chopped,Kernel
"Coconut,scraped",Scraped
Split Pigeon Pea soaked,Soaked
Almonds slivers,Sliver
Fresh coriander sprig for garnish,Sprig
Fried noodles,Noodle
Spring onion chopped,Onion
Tutti frutti,Frutti
Five spice powder,Spice
A fresh coriander sprig,Sprig
"Sweet potatoes boiled, peeled and mashed",Peeled
Carom seeds,Carom 
Pineapple peeled,Peeled
Raw mango chopped,Mango
Cream of tartar,Cream
Golden syrup,Syrup
Chocolate shavings,Shaving
Lemon rind  grated,Rind
Yellow capsicum cut into 1 inch pieces,Capsicum
Sambhar,Sambhar
Fresh basil leaves chopped,Basil
Batter,Batter
Carrot strips,Strip
Mutton Liver boiled and cut into ½ inch pieces,Boiled
Heavy Cream,Cream
Green capsicum sliced,Sliced
Spinach Leaves,Spinach 
Red bell pepper finely chopped,Pepper
Green Capsicum, capsicum
Wheat flour,Flour
Zest of 1 lemon,Zest
Pistachios blanched and peeled,Blanched
eggs,Egg
Spring onions with greens sliced,Onion
Cinnamon broken,Broken
A little dry refined flour (maida),Maida
Tomato Puree,Puree
Large tomato finely chopped,Tomato
Fresh curly parsley sprigs,Sprig
Prawns (medium) shelled and deveined with tails intact,Intact
lemon juice,Juice
Extra virgin olive oil 3 tbsps + to drizzle,Tbsps
Eggs hard boiled and peeled,Boiled
Salad oil,Oil
Hot dog buns,Bun
Kasoori methi,Methi
Dried fenugreek leaves (kasuri methi) powder,Methi
Lemon grass chopped,Grass
Chicken cut into 8 pieces,Chicken
Eggs peeled,Peeled
Pistachio slivers,Sliver
Button mushrooms chopped,Mushroom
Custard powder,Custard 
Raw mango,Mango
Mozzarella cheese cut into small cubes,Cheese
Vanilla sponge cake,Cake
Garlic  chopped,Garlic 
Rum,Rum
Dried Red Chillies,Dried
Jaggery,Jaggery
Chives chopped,Chive 
"Fresh coriander leaves, chopped",Coriander
Boneless Chicken Breast,Breast
Yellow bell pepper,Pepper
Strawberry jam,Jam
olive oil,Oil
Soya Granules,Granule
Fresh strawberries,Strawberry
Fresh Cream,Cream
Red capsicum cut into 1 inch pieces,Capsicum
"Pistachios blanched, peeled and slivered",Peeled
Onion cut into roundels,Onion
Groundnut oil,Oil
Raita,Raita
Chickpeas (kabuli chana),Chana
Lemon sliced,Sliced
Coriander seeds roasted and crushed,Roasted
Bacon rashers,Rasher
Raw Mango,Mango
"Fresh coriander leaves,chopped",Coriander
Baby Potatoes,Potato
Pistachios blanched and sliced,Blanched
Lemon wedges to serve,Wedge
FILLING,Filling
Soya granules soaked,Soaked
Mutton,Mutton
Green zucchini, zucchini
Butter chilled,Chilled
Sambhar onions,Onion
Red capsicum cut into small pieces,Capsicum
Kashmiri red chilli paste,Paste
Green peas boiled and mashed,Pea
Sultanas,Sultana
Fresh basil leaves shredded,Shded
Mutton stock,Stock
Fenugreek Leaves,Fenugreek 
"Fresh coriander leaves chopped, 1 tablespoon +",Tablespoon
Bottle gourd (lauki/doodhi) grated,Laukidoodhi
Onion cut into cubes and layers separated,Separated
Pistachios blanched and chopped,Blanched
Sago,Sago
Dry yeast,Yeast
Red cabbage shredded,Shded
Cashewnuts finely chopped,Cashewnuts
Ricotta cheese,Cheese
Sweet Corn,Corn
Paneer (cottage cheese) cut into cubes,Cheese
Raw bananas,Banana
Green chillies seeded and chopped,Ed
Chicken legs,Leg
Paneer (cottage cheese) cut into small cubes,Cheese
Green cardamoms crushed,Crushed
Pickle,Pickle
Almonds roughly chopped,Almond
Baby potatoes boiled and peeled,Boiled
coriander powder,Coriander 
yogurt,Yogurt
black pepper powder,Pepper
Orange zest,Zest
Vanilla Custard powder,Custard
Galangal chopped,Galangal 
Soya granules,Granule
Cayenne pepper,Pepper
Gulab jamuns,Jamuns
Dried fenugreek leaf (kasuri methi) powder,Methi
Ginger  finely chopped,Ginger
Onion cut into rings,Onion
Pressed Rice,Rice
Split green gram,Split
"Onion large, finely chopped",Onion
"Potatoes boiled, peeled and cut into cubes",Peeled
Crushed roasted peanuts,Peanut
Almond paste,Paste
Glazed cherries,Cherry
Marshmallows,Marshmallow
Onion quartered,Quarte
Spinach leaves (palak) chopped,Spinach
Ghee melted,Melted
Cajun spice,Spice
Rotis,Rotis
Fenugreek leaves (methi),Fenugreek
Chicken cut into 8 pieces on the bone,Chicken
Chocolate ganache,Ganache
Toor dal,Dal
"Garlic,chopped",Garlic 
Pickled jalapenos chopped,Jalapeno
Lime leaves,Lime 
Cardamom powder,Cardamom 
Dough,Dough
Puffed rice (kurmura/murmura),Puffed
Carrot cut into juliennes,Carrot
Chilli vinegar,Vinegar
Raw papaya paste,Paste
Finger millet (ragi / nachni) flour,Flour
Coriander Seeds,Coriander 
Soda,Soda
Poppy seeds,Poppy 
Shallots chopped,Shallot 
Onion quartered and layers separated,Separated
Coconut Scraped,Scraped
Edible colourful sprinklers,Sprinkler
Silver varq,Varq
Thin strips of ginger,Strip
Boiled onion paste,Paste
Ginger juliennes,Julienne
Paneer (cottage cheese) crumbled,Crumbled
Corn syrup,Syrup
Curry leaves shredded,Shded
Walnuts roughly chopped,Walnut
Spring roll sheets,Sheet
Cauliflower separated into small florets,Separated
Yogurt beaten,Beaten
Parsley finely chopped,Parsley
Grated jaggery,Jaggery
A large pinch of saffron,Large
Garnish,Garnish
Lemon grass roots,Root
Birds eye chillies,Chilli
Red capsicum cut into strips,Capsicum
Button mushrooms thickly sliced,Mushroom
Onions sliced thinly,Sliced
Barbeque sauce,Sauce
Cumin seeds roasted and crushed,Roasted
Ginger thin strips,Strip
Beetroot juice,Juice
Jalapenos,Jalapeno
Khoya / mawa grated,Grated
Fried garlic,Garlic
Lemon grass finely chopped,Grass
Burghul,Burghul
Edible red colour,Colour
crushed black peppercorns,Peppercorn
Raisins chopped,Raisin 
Tomatoes cut into roundels,Tomato
Carrots peeled,Peeled
Gingelly oil,Oil
Refined flour (maida) dough,Dough
Gravy,Gravy
Black gram split (urad dal dhuli),Dhuli
Blueberry compote,Compote
Green chillies  chopped, chilli 
Dried figs,Fig
Salad,Salad
Pistachios roughly chopped,Pistachio
Romaine lettuce leaves,Lettuce
Mutton cut into 1 inch pieces on the bone,Mutton
Carrots roughly chopped,Carrot
Fenugreek seeds,Fenugreek 
Egg whisked,Whisked
Italian seasoning,Seasoning
Kadai masala,Masala
Green pear, pear
Prawns peeled and deveined,Peeled
Fresh orange juice,Juice
Refined flour (maida) 1½ cups,Maida
Chaat masala for sprinkling,Masala
Dried red chillies seeded,Dried
Lettuce shredded,Shded
Tomato paste,Paste
Beetroot,Beetroot
Capers,Caper
Alum,Alum
Medium tomato,Tomato
Dates seeded and chopped,Date
Black raisins,Raisin
Pumpkin,Pumpkin
Green apples, apple
Bengal gram (chana),Chana
Whole milk,Milk
White chocolate grated,Grated
Fresh spinach leaves,Spinach
Unsweetened cocoa powder,Cocoa
Fresh coriander leaves Chopped,Coriander
Shallots finely chopped,Shallot
Sago (sabudana),Sabudana
Chicken kheema,Kheema
Coconut grated,Grated
Bacon strips,Strip
Cucumbers,Cucumber
Fresh mint (pudina),Pudina
Chopped fresh coriander leaves,Coriander
coriander leaves finely chopped,Coriander
Fenugreek powder,Fenugreek 
Green olives pitted and sliced,Pitted
Boneless chicken breasts cut into strips,Breast
Samosa patti,Patti
Jalapeno,Jalapeno
Raw mango grated,Grated
garam masala powder,Masala
Coarse gram flour (besan),Besan
Wholewheat flour,Flour
Button Mushrooms quartered,Quarte
Yam,Yam
Red capsicum curls,Curl
Mango Pulp,Pulp
Orange squash,Squash
Arrabiata sauce,Sauce
crushed black peppercorns to taste,Peppercorn
Onion peeled,Peeled
Sago (sabudana) soaked,Soaked
Red bell pepper chopped,Pepper
Plums,Plum
Mozzarella cheese cubes,Cube
"Potato boiled, peeled and grated",Peeled
Paste,Paste
Rooh Afza,Afza
Freshly chopped coriander leaves,Coriander
Peanuts crushed,Crushed
Medium green capsicum finely chopped,Capsicum
Chickpeas (kabuli chana) soaked overnight and boiled,Soaked
Sweetened condensed milk,Milk
Oil for grilling,Oil
Cranberry juice,Juice
Green chillies diagonally sliced,Sliced
Sesame seeds,Sesame 
Refined flour (maida) for dusting,Maida
Wonton wrappers,Wrapper
Small onion finely chopped,Onion
ginger garlic paste,Paste
Moong dal,Dal
Rice bran oil,Oil
Carrots diced,Diced
Semolina (suji / rawa),Rawa
Sugar substitute sucralose,Substitute
Basmati rice boiled,Boiled
Spring roll wrappers,Wrapper
Dosa batter,Batter
Aniseed (saunf) powder,Saunf
Bhajnee flour,Flour
Sweet potatoes,Potato
Pickle masala,Masala
Small onions,Onion
Fresh rosemary sprigs,Sprig
Long brinjals,Brinjal
Boneless chicken cut into small cubes,Chicken
Oil for drizzling,Oil
Red capsicum strips,Strip
Ver,Ver
Brown Bread,Bread
Green garlic chopped, garlic 
Bottle gourd,Gourd
Thin strips of red capsicum,Strip
Kashmiri red chillies,Chilli
Green chillies  finely chopped,Chilli
White sesame seeds roasted,Roasted
Dry red chilies,Chilies
Carrot cut into strips,Carrot
Khoya/mawa crumbled,Crumbled
Green capsicum 1/2 inch pieces, capsicum  
Fresh basil sprig,Sprig
Eggplant,Eggplant
Chocolate Icecream,Icecream
Eggs separated,Separated
Baby brinjals,Brinjal
Cashewnuts roasted,Roasted
Coriander roots,Root
Green chillies crushed,Crushed
Vanilla custard powder,Custard
Leek chopped,Leek 
Pear,Pear
Carrot peeled and grated,Peeled
Cabbage finely shredded,Shded
Ginger cut into strips,Ginger
Onion slices,Slice
Fresh oregano chopped,Oregano
Chickpeas soaked and boiled,Soaked
Yellow mustard seeds,Mustard
Almond flour,Flour
Biryani masala,Masala
Tempering,Tempering
Potatoes 1/2 inch cubes,Cube
Green chilli broken,Broken
Clams,Clam
Deep fried onions,Onion
Charoli/chironji,Charolichironji
Spring onion green chopped,Onion
Kewra essence,Essence
Eggs whisked,Whisked
castor sugar,Sugar
Hung curd,Hung
coriander leaves freshly chopped,Coriander
Broken Wheat,Wheat
green cardamom powder, cardamom 
Cucumbers peeled,Peeled
White chocolate chips,Chip
Split skinless black gram (dhuli urad dal) flour,Split
Small brinjals,Brinjal
Lotus seeds,Lotus 
Potatoes cut into wedges,Potato
cloves,Clove
Dried ginger powder,Ginger
Roasted Peanuts,Peanut
Red bell pepper cut into triangles,Pepper
green cardamoms, cardamom
White Sesame Seeds,Sesame
Medium potatoes peeled,Peeled
Red capsicum 1/2 inch pieces, capsicum  
Papad khar,Khar
Red capsicums, capsicum
Carrot diced,Diced
"Raw bananas boiled, peeled and mashed",Peeled
Sweet corn,Corn
Ice cubes crushed,Crushed
"Ginger,chopped",Ginger 
Yellow zucchini,Zucchini
Cocoa Powder,Cocoa 
Tamarind water,Water
Medium onion quartered and layers separated,Separated
Raw mangoes,Mango
Split bengal gram,Split
Papads,Papads
Onions finely sliced,Sliced
Split skinless green gram (dhuli moong dal) soaked,Split
Muesli,Muesli
Boneless chicken cut into pieces,Chicken
Skinless Split Green Gram soaked,Soaked
Seedless dates chopped,Date
Chicken Wings,Wing
Quinoa roasted,Roasted
Dry fenugreek leaves (kasuri methi),Methi
Chickpeas,Chickpea
Boneless chicken breasts cut into cubes,Breast
Peach,Peach
Fish fillets,Fillet
Rocket leaves,Rocket 
pumpkin puree,Puree
Green chillies  slit,Slit
Carrot sliced,Sliced
"Onions,sliced",Sliced
Mint,Mint
Paneer (cottage cheese) cubed,Cubed
Butter at room temperature,Butter
Jowar flour,Flour
White chocolate roughly chopped,Chocolate
Elaichi bananas,Banana
Wheat bran,Bran
Ginger juice,Juice
Fresh Coconut,Coconut
Yellow capsicum cut into thin strips,Capsicum
Poppy seed (khuskhus) paste,Paste
Gooseberries,Gooseberry
Amaranth micro greens,Micro
Apricot jam,Jam
Samosa pattis,Pattis
Vermicelli roasted,Roasted
Ver (Kashmiri garam masala),Masala
leftover rotis,Rotis
Raw mango finely chopped,Mango
Soya milk,Milk
Blueberries fresh,Blueberry
Whole dry red chillies crushed,Crushed
Paneer (cottage cheese) cut into ½ inch cubes,Cheese
Pineapple finely chopped,Pineapple
Lollorosso lettuce,Lettuce
Carrot cut into small cubes,Carrot
Paneer grated,Grated
Spinach blanched and pureed,Blanched
"Garlic, chopped",Garlic 
Fresh Mint Leaves,Mint
Corn kernels tinned,Tinned
Carrageenan (vegetarian gelatin),Gelatin
Coconut powder,Coconut 
Jackfruit,Jackfruit
Bhavnagri green chillies,Bhavnagri
Quinoa cooked,Cooked
Dried red chillies crushed,Crushed
Split black gram skinless,Split
Parboiled Rice,Rice
Chicken sausages sliced,Sliced
Corn kernels boiled and crushed,Boiled
Edible green colour,Colour
Red capsicum thin strips,Strip
Strawberry ice cream,Cream
Sesame seeds (til) roasted,Roasted
Walnuts crushed,Crushed
Green capsicum thin strips,Strip
Dried cranberries,Cranberry
Castor Sugar,Sugar
Tinned cherries,Cherry
Pickled jalapenos sliced,Sliced
Full cream milk,Milk
Olive oil 1 tablespoon +,Tablespoon
Oats roasted,Roasted
Sponge cake,Cake
Split red lentil (masoor dal) soaked,Split
Lemon grass roughly chopped,Grass
Shallots peeled,Peeled
Milk for brushing,Milk
Powdered Sugar,Sugar
Pomegranate (anar),Anar
Split Bengal gram (chana dal) soaked and drained,Split
Chipotle in adobo sauce,Chipotle
American corn kernels,Kernel
Yellow capsicum cut into small pieces,Capsicum
Refined flour (maida) 2 cups + for dusting,Maida
Kasoori methi powder,Methi
Full fat milk,Milk
Zest of 1 orange,Zest
Orange separated into segments,Separated
Fresh coconut  scraped,Scraped
Onion cut into cubes,Onion
Butter 1 cup +,Butter 
Pickled jalapenos finely chopped,Jalapeno
Dried red chilli broken,Broken
Lemonade,Lemonade
Candied rose petals (gulkand),Gulkand
Egg lightly beaten,Beaten
Coriander sprig,Sprig
Corn Kernels boiled,Boiled
Bread crumbs fresh,Crumb
French beans cut into 1 inch pieces,Bean
Rajgira flour,Flour
Boneless chicken boiled and shredded,Boiled
Marinade,Marinade
A few saffron strands,Strand
Dark Chocolate grated,Grated
Split black gram flour (urad dal ka atta),Atta
Green chutney to serve,Chutney
"Chicken legs boneless, cut into 1 inch pieces",Boneless
Chicken Breast,Breast
Margarine,Margarine
FOR BATTER,For
Motichoor laddoos,Laddoos
Fresh spinach leaves (palak) shredded,Shded
For salsa,For
dried red chillies,Dried
Almonds blanched,Blanched
Penne boiled,Penne
Yellow bell pepper cut into triangles,Pepper
Millet Flour,Flour
Prunes chopped,Prune 
tender coconut flesh,Flesh
Bajra,Bajra
Tender coconut flesh (malai) chopped,Malai
Caramel sauce,Sauce
Fresh coconut milk,Milk
Fresh Scraped Coconut,Coconut
Chocolate syrup,Syrup
Eggplant / Brinjal,Brinjal
Ripe mango,Mango
Multigrain bread slices,Slice
"Tomatoes medium, finely chopped",Medium
Black sesame seeds,Sesame
vinegar,Vinegar
Lamb stock,Stock
Boneless chicken breasts cut into thick strips,Breast
Basil leaves shredded,Shded
"Potatoes boiled, peeled, mashed",Boiled
Carrots cut into roundels,Carrot
Beer,Beer
Red Chilli Powder, chilli 
Fresh coriander sprigs for garnish,Sprig
Medium green capsicum cut into square pieces,Capsicum
Lemon slice,Slice
Chickpeas boiled,Chickpea
Small prawns shelled and deveined,Prawn
curry leaves,Curry 
Potatoes peeled and diced,Peeled
Fresh blueberries,Blueberry
Cumin seeds crushed,Crushed
onion finely chopped,Onion
"Potatoes  boiled, peeled and mashed",Peeled
Spring onion greens roughly chopped,Onion
Mushroom,Mushroom
Dry Basil,Basil
Black olives pitted and halved,Pitted
Milk wash,Wash
Red grapes, grape
Papdis,Papdis
Nutmeg,Nutmeg
Red tomatoes, tomato
Milk chocolate chopped,Chocolate
Crabs,Crab
Chilli powder,Chilli 
Dried red chillies soaked,Soaked
Rice noodles,Noodle
Fennel powder,Fennel 
Zucchini,Zucchini
Black peppercorns Crushed,Crushed
Colocassia,Colocassia
Boneless chicken cut into small pieces,Chicken
Orange essence,Essence
Green grapes halved,Halved
Colocassia (arbi) boiled and peeled,Boiled
Coriander leaves,Coriander 
Chicken on the bone cut into 2 inch pieces,Chicken
Chocolate hazelnut spread,Spread
Yellow capsicum cut into small cubes,Capsicum
Red chilli, chilli
baking powder,Baking 
Spring onion,Onion
Red capsicum sliced,Sliced
Chicken cut into 1 inch pieces on the bone,Chicken
Fresh red chilli chopped,Chilli
Potato boiled and mashed,Potato
Poppy seeds (khuskhus/posto) roasted,Roasted
Red chilli Garlic Chutney,Chutney
"Boneless chicken legs, cut into 1 inch pieces",Leg
Red chilli-garlic chutney,Chilligarlic
Yellow bell pepper finely chopped,Pepper
Romaine lettuce,Lettuce
Bread slices toasted,Toasted
Split skinless black gram (dhuli urad dal) soaked and drained,Split
Bedgi whole dry chillies,Chilli
Ripe mangoes,Mango
Poppy seeds (khuskhus/posto) soaked,Soaked
Fresh coriander leaves bunch,Coriander
Panko breadcrumbs,Breadcrumb
Split red lentils (masoor dal) soaked,Split
Corn flakes crushed,Crushed
Dill leaves (suva),Suva
Chicken lollipops,Lollipop
Cucumber cut into roundels,Cucumber
Green capsicum cut into juliennes,Capsicum
Dried figs chopped,Fig
Roasted sesame seeds,Sesame
"Pistachios blanched, peeled and sliced",Peeled
Sugar Free Natura Sweet Drops,Drop
Semolina (rawa / suji),Suji
Cashewnuts fried,Fried
Unsalted butter softened,Softened
carom seeds,Carom 
Paneer (cottage cheese) cut into 1 inch cubes,Cheese
Chilli garlic sauce,Sauce
Lemongrass,Lemongrass
Chicken on the bone cut into pieces,Chicken
Readymade pizza dough,Dough
Soya Granules soaked,Soaked
A pinch of salt,P
Parboiled rice,Rice
Tomatoes grated,Grated
For topping,For
Baguette,Baguette
Lemon juice of 1 lemon,Juice
Corn kernels blanched,Blanched
Fresh rosemary chopped,Rosemary
Dried fenugreek leaves (kasuri methi),Methi
Tomato roughly chopped,Tomato
Mushrooms quartered,Quarte
Yogurt (dahi),Dahi
Fenugreek leaves (methi) chopped,Fenugreek
Activated yeast,Yeast
Pistachios blanched,Blanched
Ginger  chopped,Ginger 
Tofu cut into cubes,Tofu
